feature,n,sorting policy,FORUM,nDCG,AUC
sentcomp,N,pred-xgb_pinned_rl,-0.022534331,0.3681168,0.4543575
sentcomp,N,pred-xgb_pinned_rt,-0.0225547,0.38318264,0.46787426
sentcomp,N,pred-xgb_rh,-0.024505729,0.36712846,0.4534485
sentcomp,N,pred-xgb_rl,-0.022616886,0.36732212,0.45371005
sentcomp,N,pred-xgb_rt,-0.02237047,0.38149324,0.46650434
sentcomp,N,random_pinned_rh,-0.007902436,0.3914236,0.47629452
sentcomp,N,random_pinned_rl,0.0011097116,0.3932452,0.47897315
sentcomp,N,random_pinned_rt,-0.0027210799,0.39381945,0.47900063
sentcomp,N,random_rh,-0.008443533,0.3923715,0.47741354
sentcomp,N,random_rl,-0.00033729227,0.39493886,0.48082954
sentcomp,N,random_rt,-0.0021581957,0.3957218,0.48074982
sentcomp,N,rev-chron_pinned_rh,-0.009859736,0.38962743,0.4746444
sentcomp,N,rev-chron_pinned_rl,-0.0174754,0.3865854,0.47138888
sentcomp,N,rev-chron_pinned_rt,-0.009609786,0.39250875,0.47724482
sentcomp,N,rev-chron_rh,-0.009917735,0.39116213,0.47627386
sentcomp,N,rev-chron_rl,-0.018069807,0.38666326,0.47164565
sentcomp,N,rev-chron_rt,-0.00955128,0.39221466,0.4772305
sim,N,chron_pinned_rh,0.24292277,0.4796764,0.57239115
sim,N,chron_pinned_rl,0.07384464,0.43347347,0.5195535
sim,N,chron_pinned_rt,-0.037529893,0.3780647,0.4622304
sim,N,chron_rh,0.24101515,0.46530497,0.55983716
sim,N,chron_rl,0.06839881,0.40940124,0.49815246
sim,N,chron_rt,-0.037751213,0.3682596,0.45327443
sim,N,least-neg-abs_pinned_rh,0.24499008,0.48581207,0.577791
sim,N,least-neg-abs_pinned_rl,-0.027062163,0.417447,0.49710986
sim,N,least-neg-abs_pinned_rt,-0.077624485,0.34071037,0.4254297
sim,N,least-neg-abs_rh,0.24366567,0.4789738,0.57180274
sim,N,least-neg-abs_rl,-0.03731039,0.403421,0.484087
sim,N,least-neg-abs_rt,0.09029733,0.396367,0.48822322
sim,N,neg-abs_pinned_rh,0.24415188,0.48202336,0.574888
sim,N,neg-abs_pinned_rl,0.11117625,0.44060424,0.5292084
sim,N,neg-abs_pinned_rt,-0.060830783,0.36210367,0.44603428
sim,N,neg-abs_rh,0.24295418,0.47390294,0.56799954
sim,N,neg-abs_rl,0.10789862,0.42651147,0.5170165
sim,N,neg-abs_rt,-0.06789331,0.34707794,0.43193883
sim,N,pin-pred-lr_pinned_rh,0.2583301,0.49948305,0.5904496
sim,N,pin-pred-lr_pinned_rl,0.2726072,0.50251067,0.5940142
sim,N,pin-pred-lr_pinned_rt,-0.037148125,0.37986484,0.46385574
sim,N,pin-pred-lr_rh,0.2583155,0.49956045,0.590467
sim,N,pin-pred-lr_rl,0.27258053,0.5025909,0.59403324
sim,N,pin-pred-lr_rt,-0.037095413,0.3838687,0.46734828
sim,N,pin-pred-xgb_pinned_rh,0.25615308,0.49998152,0.5906822
sim,N,pin-pred-xgb_pinned_rl,0.34397838,0.5179473,0.612118
sim,N,pin-pred-xgb_pinned_rt,-0.052261345,0.37886387,0.4616706
sim,N,pin-pred-xgb_rh,0.25617397,0.50066555,0.5912215
sim,N,pin-pred-xgb_rl,0.3440006,0.51863444,0.6126616
sim,N,pin-pred-xgb_rt,-0.051233925,0.38326487,0.4655943
sim,N,pos-abs_pinned_rh,0.25399035,0.4953498,0.58658516
sim,N,pos-abs_pinned_rl,0.21503729,0.47985533,0.5706119
sim,N,pos-abs_pinned_rt,-0.021426791,0.38326293,0.46816024
sim,N,pos-abs_rh,0.25373924,0.49424565,0.58563083
sim,N,pos-abs_rl,0.21442203,0.4780239,0.5690306
sim,N,pos-abs_rt,-0.022945859,0.3803664,0.4655038
sim,N,pos-rel_pinned_rh,0.25390407,0.49609202,0.58718306
sim,N,pos-rel_pinned_rl,0.14244322,0.46518695,0.55243397
sim,N,pos-rel_pinned_rt,0.034952693,0.3959206,0.48388308
sim,N,pos-rel_rh,0.25365922,0.49499157,0.5862233
sim,N,pos-rel_rl,0.1407978,0.46291438,0.55038226
sim,N,pos-rel_rt,0.036485363,0.39351803,0.48191684
sim,N,pred-nb_pinned_rh,0.26976264,0.51353633,0.6027959
sim,N,pred-nb_pinned_rl,0.34673357,0.5298252,0.62202185
sim,N,pred-nb_pinned_rt,-0.08655629,0.37022415,0.4511712
sim,N,pred-nb_rh,0.26993656,0.5156292,0.6045363
sim,N,pred-nb_rl,0.34690776,0.5319216,0.6237639
sim,N,pred-nb_rt,-0.08703616,0.3718103,0.45250013
sim,N,pred-xgb_pinned_rh,0.26503494,0.5042196,0.5947829
sim,N,pred-xgb_pinned_rl,0.32639092,0.51676357,0.6097582
sim,N,pred-xgb_pinned_rt,-0.04971135,0.3739485,0.45744526
sim,N,pred-xgb_rh,0.2649468,0.5041267,0.5947101
sim,N,pred-xgb_rl,0.3256782,0.51651204,0.60950637
sim,N,pred-xgb_rt,-0.050265446,0.3721778,0.45585
sim,N,random_pinned_rh,0.24436165,0.4839141,0.576367
sim,N,random_pinned_rl,0.008380098,0.39597872,0.48233426
sim,N,random_pinned_rt,0.0041180365,0.38976142,0.47611198
sim,N,random_rh,0.24340495,0.47431403,0.56807506
sim,N,random_rl,-0.0023618212,0.36217114,0.4519759
sim,N,random_rt,0.01027418,0.38707855,0.4743048
sim,N,rev-chron_pinned_rh,0.24544466,0.4873191,0.57914746
sim,N,rev-chron_pinned_rl,-0.051164635,0.37451738,0.4578617
sim,N,rev-chron_pinned_rt,0.041254528,0.4119009,0.4982513
sim,N,rev-chron_rh,0.24346247,0.47760278,0.5707235
sim,N,rev-chron_rl,-0.068287745,0.3303034,0.4173785
sim,N,rev-chron_rt,0.055556852,0.42377248,0.50975627
smog,N,chron_pinned_rh,0.081828706,0.4418188,0.5285289
smog,N,chron_pinned_rl,-0.014277606,0.4174138,0.49938768
smog,N,chron_pinned_rt,-0.01993573,0.40588552,0.48911044
smog,N,chron_rh,0.07888106,0.41866913,0.50874525
smog,N,chron_rl,-0.019541662,0.38915446,0.47491643
smog,N,chron_rt,-0.028926374,0.3829641,0.46864596
smog,N,least-neg-abs_pinned_rh,0.08349779,0.45172864,0.5369626
smog,N,least-neg-abs_pinned_rl,-0.030484537,0.4257103,0.5048665
smog,N,least-neg-abs_pinned_rt,-0.008296899,0.40229133,0.48717123
smog,N,least-neg-abs_rh,0.08094702,0.44130346,0.5281736
smog,N,least-neg-abs_rl,-0.03850579,0.41180673,0.4925926
smog,N,least-neg-abs_rt,-0.013199067,0.38283935,0.4699249
smog,N,neg-abs_pinned_rh,0.0969783,0.46519428,0.5492637
smog,N,neg-abs_pinned_rl,0.084639505,0.4572889,0.5416951
smog,N,neg-abs_pinned_rt,0.028827872,0.4231502,0.50816303
smog,N,neg-abs_rh,0.09593668,0.45744553,0.54289156
smog,N,neg-abs_rl,0.0826169,0.44682088,0.5329843
smog,N,neg-abs_rt,0.024396542,0.41224143,0.49845436
smog,N,pin-pred-lr_pinned_rh,0.114773005,0.48499927,0.56685853
smog,N,pin-pred-lr_pinned_rl,0.17062205,0.49614236,0.5808141
smog,N,pin-pred-lr_pinned_rt,0.070451714,0.44250718,0.5281132
smog,N,pin-pred-lr_rh,0.11478492,0.48534316,0.5670895
smog,N,pin-pred-lr_rl,0.17063059,0.496494,0.58105093
smog,N,pin-pred-lr_rt,0.0705815,0.4445298,0.52974
smog,N,pin-pred-xgb_pinned_rh,0.12089127,0.49016628,0.5715895
smog,N,pin-pred-xgb_pinned_rl,0.2547001,0.51779646,0.6054045
smog,N,pin-pred-xgb_pinned_rt,0.09162983,0.4489587,0.5352515
smog,N,pin-pred-xgb_rh,0.12093657,0.49079412,0.5720754
smog,N,pin-pred-xgb_rl,0.2547478,0.51843107,0.60589564
smog,N,pin-pred-xgb_rt,0.0918784,0.45046905,0.53650725
smog,N,pos-abs_pinned_rh,0.10265034,0.47061023,0.55423254
smog,N,pos-abs_pinned_rl,0.12935743,0.4737911,0.5591842
smog,N,pos-abs_pinned_rt,0.038652953,0.43045074,0.5152391
smog,N,pos-abs_rh,0.10238471,0.46912256,0.55299026
smog,N,pos-abs_rl,0.12893996,0.47202536,0.55770665
smog,N,pos-abs_rt,0.03704023,0.427043,0.51217955
smog,N,pos-rel_pinned_rh,0.09960969,0.46958885,0.5531074
smog,N,pos-rel_pinned_rl,0.08537981,0.4644895,0.54765385
smog,N,pos-rel_pinned_rt,0.032367464,0.42876375,0.51324195
smog,N,pos-rel_rh,0.09920034,0.46774486,0.55156296
smog,N,pos-rel_rl,0.084257595,0.46226346,0.54573643
smog,N,pos-rel_rt,0.029886609,0.42512557,0.50991255
smog,N,pred-nb_pinned_rh,0.13396163,0.5125693,0.59007835
smog,N,pred-nb_pinned_rl,0.20859413,0.5277194,0.60876334
smog,N,pred-nb_pinned_rt,0.09334726,0.4560218,0.541027
smog,N,pred-nb_rh,0.13426381,0.51584375,0.59268206
smog,N,pred-nb_rl,0.2088965,0.5309961,0.6113672
smog,N,pred-nb_rt,0.093959495,0.460961,0.5451615
smog,N,pred-xgb_pinned_rh,0.12062521,0.48817104,0.56996715
smog,N,pred-xgb_pinned_rl,0.19612779,0.50349575,0.58888966
smog,N,pred-xgb_pinned_rt,0.058217227,0.43928236,0.5242307
smog,N,pred-xgb_rh,0.120563045,0.48825437,0.57003236
smog,N,pred-xgb_rl,0.195727,0.50351214,0.58887243
smog,N,pred-xgb_rt,0.056604914,0.43697363,0.5220974
smog,N,random_pinned_rh,0.08790565,0.45485294,0.5400191
smog,N,random_pinned_rl,0.008407882,0.42636573,0.5093222
smog,N,random_pinned_rt,0.013936205,0.42088136,0.5050412
smog,N,random_rh,0.084183164,0.43870246,0.5264223
smog,N,random_rl,-0.0017868511,0.401369,0.4874818
smog,N,random_rt,0.0060838023,0.4092208,0.49456728
smog,N,rev-chron_pinned_rh,0.09166429,0.45680535,0.5419286
smog,N,rev-chron_pinned_rl,0.029663406,0.42761996,0.5119044
smog,N,rev-chron_pinned_rt,0.04526657,0.4315807,0.51675713
smog,N,rev-chron_rh,0.08873935,0.4438126,0.5309584
smog,N,rev-chron_rl,0.019609364,0.40345335,0.4906792
smog,N,rev-chron_rt,0.038284905,0.42683116,0.51222265
